,cost,n_pass,flight
931,250.0,14.0,1364.0
932,250.0,56.0,1363.0
933,250.0,30.0,1363.0
934,250.0,66.0,1363.0
935,250.0,20.0,1363.0
936,250.0,50.0,4435.0
937,250.0,18.0,4435.0
938,250.0,92.0,4435.0
939,250.0,18.0,4435.0
940,250.0,91.0,4436.0
941,250.0,26.0,4436.0
942,250.0,92.0,4436.0
943,250.0,15.0,4436.0
944,187.5,29.0,4723.0
945,187.5,22.0,4723.0
946,187.5,32.0,4723.0
947,187.5,43.0,4723.0
948,187.5,50.0,4726.0
949,187.5,54.0,4726.0
950,187.5,84.0,4726.0
951,187.5,24.0,4726.0
952,187.5,29.0,4725.0
953,187.5,66.0,4725.0
954,187.5,87.0,4725.0
955,187.5,19.0,4725.0
956,162.5,53.0,4705.0
957,162.5,13.0,4705.0
958,162.5,49.0,4705.0
959,162.5,58.0,4705.0
960,150.0,28.0,4706.0
961,150.0,11.0,4706.0
962,150.0,14.0,4706.0
963,150.0,9.0,4706.0
964,187.5,72.0,4730.0
965,187.5,22.0,4730.0
966,187.5,86.0,4730.0
967,187.5,22.0,4730.0
968,225.0,81.0,4536.0
969,225.0,12.0,4536.0
970,526.5,6.0,4536.0
971,225.0,21.0,4536.0
972,526.5,3.0,4536.0
973,225.0,5.0,4536.0
974,212.5,88.0,4525.0
975,212.5,17.0,4525.0
976,497.2,5.0,4525.0
977,212.5,10.0,4525.0
978,497.2,3.0,4525.0
979,212.5,15.0,4525.0
980,225.0,98.0,4528.0
981,225.0,10.0,4528.0
982,526.5,6.0,4528.0
983,225.0,10.0,4528.0
984,526.5,3.0,4528.0
985,225.0,5.0,4528.0
986,212.5,73.0,4529.0
987,212.5,19.0,4529.0
988,497.2,6.0,4529.0
989,212.5,11.0,4529.0
990,497.2,2.0,4529.0
991,212.5,4.0,4529.0
992,200.0,44.0,2870.0
993,200.0,16.0,2870.0
994,468.0,5.0,2870.0
995,200.0,9.0,2870.0
996,468.0,2.0,2870.0
997,200.0,4.0,2870.0
998,187.5,34.0,2867.0
999,187.5,20.0,2867.0
1000,438.8,8.0,2867.0
1001,187.5,14.0,2867.0
1002,438.8,4.0,2867.0
1003,187.5,8.0,2867.0
1004,237.5,33.0,4576.0
1005,237.5,17.0,4576.0
1006,237.5,32.0,4576.0
1007,237.5,32.0,4576.0
1008,212.5,47.0,4551.0
1009,212.5,45.0,4551.0
1010,212.5,85.0,4551.0
1011,212.5,18.0,4551.0
1012,225.0,79.0,4552.0
1013,225.0,14.0,4552.0
1014,225.0,45.0,4552.0
1015,225.0,16.0,4552.0
1016,87.5,76.0,4577.0
1017,87.5,17.0,4577.0
1018,87.5,88.0,4577.0
1019,87.5,18.0,4577.0
1020,237.5,65.0,4578.0
1021,237.5,34.0,4578.0
1022,237.5,58.0,4578.0
1023,237.5,21.0,4578.0
1024,237.5,53.0,4575.0
1025,237.5,22.0,4575.0
1026,237.5,79.0,4575.0
1027,237.5,12.0,4575.0
1028,200.0,30.0,2866.0
1029,200.0,56.0,2866.0
1030,200.0,36.0,2866.0
1031,200.0,31.0,2866.0
1032,187.5,57.0,2873.0
1033,187.5,16.0,2873.0
1034,187.5,57.0,2873.0
1035,187.5,19.0,2873.0
1036,200.0,69.0,2874.0
1037,200.0,31.0,2874.0
1038,200.0,76.0,2874.0
1039,200.0,17.0,2874.0
1040,187.5,62.0,2907.0
1041,187.5,31.0,2907.0
1042,187.5,61.0,2907.0
1043,187.5,23.0,2907.0
1044,237.5,81.0,4574.0
1045,237.5,25.0,4574.0
1046,237.5,30.0,4574.0
1047,237.5,11.0,4574.0
1048,237.5,98.0,4565.0
1049,237.5,15.0,4565.0
1050,237.5,19.0,4565.0
1051,237.5,22.0,4565.0
1052,237.5,51.0,4566.0
1053,237.5,53.0,4566.0
1054,237.5,39.0,4566.0
1055,237.5,7.0,4566.0
1056,237.5,59.0,4569.0
1057,237.5,20.0,4569.0
1058,237.5,30.0,4569.0
1059,237.5,18.0,4569.0
1060,212.5,52.0,3106.0
1061,212.5,11.0,3106.0
1062,212.5,1.0,3106.0
1063,187.5,92.0,3071.0
1064,187.5,23.0,3071.0
1065,187.5,10.0,3071.0
1066,187.5,7.0,3071.0
1067,237.5,35.0,1374.0
1068,237.5,16.0,1374.0
1069,237.5,28.0,1374.0
1070,237.5,41.0,1374.0
1071,237.5,34.0,1379.0
1072,237.5,44.0,1379.0
1073,237.5,79.0,1379.0
1074,237.5,34.0,1379.0
1075,237.5,85.0,1378.0
1076,237.5,12.0,1378.0
1077,237.5,55.0,1378.0
1078,237.5,45.0,1378.0
1079,237.5,83.0,1375.0
1080,237.5,27.0,1375.0
1081,237.5,92.0,1375.0
1082,237.5,32.0,1375.0
1083,237.5,64.0,1380.0
1084,237.5,29.0,1380.0
1085,237.5,87.0,1380.0
1086,237.5,17.0,1380.0
1087,237.5,41.0,1377.0
1088,237.5,28.0,1377.0
1089,237.5,80.0,1377.0
1090,237.5,32.0,1377.0
1091,187.5,27.0,152.0
1092,187.5,25.0,152.0
1093,187.5,45.0,152.0
1094,187.5,35.0,152.0
1095,175.0,69.0,145.0
1096,175.0,15.0,145.0
1097,175.0,100.0,145.0
1098,175.0,29.0,145.0
1099,187.5,75.0,146.0
1100,187.5,15.0,146.0
1101,187.5,55.0,146.0
1102,187.5,20.0,146.0
1103,175.0,86.0,147.0
1104,175.0,38.0,147.0
1105,175.0,113.0,147.0
1106,175.0,16.0,147.0
1107,187.5,49.0,148.0
1108,187.5,58.0,148.0
1109,187.5,48.0,148.0
1110,187.5,20.0,148.0
1111,175.0,55.0,149.0
1112,175.0,45.0,149.0
1113,175.0,98.0,149.0
1114,175.0,24.0,149.0
1115,187.5,62.0,150.0
1116,187.5,22.0,150.0
1117,187.5,98.0,150.0
1118,187.5,18.0,150.0
1119,175.0,65.0,151.0
1120,175.0,17.0,151.0
1121,175.0,54.0,151.0
1122,175.0,34.0,151.0
1123,200.0,29.0,2872.0
1124,200.0,14.0,2872.0
1125,200.0,36.0,2872.0
1126,200.0,32.0,2872.0
1127,187.5,42.0,2879.0
1128,187.5,15.0,2879.0
1129,187.5,71.0,2879.0
1130,187.5,11.0,2879.0
1131,200.0,34.0,2886.0
1132,200.0,16.0,2886.0
1133,200.0,28.0,2886.0
1134,200.0,21.0,2886.0
1135,187.5,73.0,2919.0
1136,187.5,19.0,2919.0
1137,187.5,87.0,2919.0
1138,187.5,16.0,2919.0
1139,200.0,47.0,2896.0
1140,200.0,18.0,2896.0
1141,200.0,43.0,2896.0
1142,200.0,60.0,2896.0
1143,187.5,77.0,2899.0
1144,187.5,30.0,2899.0
1145,187.5,87.0,2899.0
1146,187.5,16.0,2899.0
1147,200.0,61.0,2912.0
1148,200.0,32.0,2912.0
1149,200.0,75.0,2912.0
1150,200.0,40.0,2912.0
1151,162.5,28.0,4584.0
1152,162.5,23.0,4584.0
1153,162.5,32.0,4584.0
1154,162.5,18.0,4584.0
1155,162.5,31.0,4583.0
1156,162.5,13.0,4583.0
1157,162.5,24.0,4583.0
1158,162.5,19.0,4583.0
1159,162.5,34.0,4588.0
1160,162.5,19.0,4588.0
1161,162.5,55.0,4588.0
1162,162.5,15.0,4588.0
1163,162.5,54.0,4587.0
1164,162.5,13.0,4587.0
1165,162.5,62.0,4587.0
1166,162.5,14.0,4587.0
1167,162.5,58.0,4590.0
1168,162.5,19.0,4590.0
1169,162.5,61.0,4590.0
1170,162.5,15.0,4590.0
1171,162.5,45.0,4593.0
1172,162.5,48.0,4593.0
1173,162.5,66.0,4593.0
1174,162.5,25.0,4593.0
1175,162.5,17.0,4594.0
1176,162.5,9.0,4594.0
1177,162.5,22.0,4594.0
1178,162.5,10.0,4594.0
1179,162.5,70.0,4591.0
1180,162.5,18.0,4591.0
1181,162.5,35.0,4591.0
1182,162.5,40.0,4591.0
1183,200.0,32.0,2966.0
1184,200.0,21.0,2966.0
1185,200.0,34.0,2966.0
1186,200.0,19.0,2966.0
1187,175.0,65.0,2973.0
1188,175.0,30.0,2973.0
1189,175.0,43.0,2973.0
1190,175.0,23.0,2973.0
1191,200.0,52.0,2980.0
1192,200.0,21.0,2980.0
1193,200.0,35.0,2980.0
1194,200.0,55.0,2980.0
1195,175.0,76.0,2983.0
1196,175.0,21.0,2983.0
1197,175.0,91.0,2983.0
1198,175.0,20.0,2983.0
1199,200.0,77.0,2988.0
1200,200.0,15.0,2988.0
1201,200.0,52.0,2988.0
1202,200.0,61.0,2988.0
1203,175.0,78.0,2995.0
1204,175.0,27.0,2995.0
1205,175.0,108.0,2995.0
1206,175.0,21.0,2995.0
1207,200.0,64.0,3004.0
1208,200.0,17.0,3004.0
1209,200.0,44.0,3004.0
1210,200.0,13.0,3004.0
1211,175.0,24.0,3011.0
1212,175.0,17.0,3011.0
1213,175.0,29.0,3011.0
1214,175.0,20.0,3011.0
1215,175.0,68.0,2965.0
1216,175.0,35.0,2965.0
1217,175.0,83.0,2965.0
1218,175.0,14.0,2965.0
1219,200.0,34.0,2974.0
1220,200.0,45.0,2974.0
1221,200.0,36.0,2974.0
1222,200.0,15.0,2974.0
1223,175.0,81.0,2977.0
1224,175.0,23.0,2977.0
1225,175.0,66.0,2977.0
1226,175.0,24.0,2977.0
1227,200.0,72.0,2984.0
1228,200.0,26.0,2984.0
1229,200.0,51.0,2984.0
1230,200.0,57.0,2984.0
1231,175.0,66.0,2989.0
1232,175.0,18.0,2989.0
1233,175.0,87.0,2989.0
1234,175.0,23.0,2989.0
1235,200.0,56.0,2996.0
1236,200.0,29.0,2996.0
1237,200.0,35.0,2996.0
1238,200.0,18.0,2996.0
1239,175.0,84.0,3003.0
1240,175.0,19.0,3003.0
1241,175.0,31.0,3003.0
1242,175.0,21.0,3003.0
1243,175.0,84.0,2969.0
1244,175.0,17.0,2969.0
1245,175.0,37.0,2969.0
1246,175.0,22.0,2969.0
1247,200.0,31.0,2976.0
1248,200.0,22.0,2976.0
1249,200.0,36.0,2976.0
1250,200.0,15.0,2976.0
1251,175.0,96.0,2981.0
1252,175.0,17.0,2981.0
1253,175.0,35.0,2981.0
1254,175.0,19.0,2981.0
1255,200.0,74.0,2986.0
1256,200.0,22.0,2986.0
1257,200.0,69.0,2986.0
1258,200.0,34.0,2986.0
1259,175.0,72.0,2991.0
1260,175.0,16.0,2991.0
1261,175.0,48.0,2991.0
1262,175.0,49.0,2991.0
1263,200.0,47.0,3000.0
1264,200.0,56.0,3000.0
1265,200.0,57.0,3000.0
1266,200.0,35.0,3000.0
1267,175.0,89.0,3007.0
1268,175.0,35.0,3007.0
1269,175.0,47.0,3007.0
1270,175.0,24.0,3007.0
1271,150.0,93.0,4704.0
1272,150.0,23.0,4704.0
1273,150.0,37.0,4704.0
1274,150.0,17.0,4704.0
1275,162.5,42.0,4703.0
1276,162.5,24.0,4703.0
1277,162.5,26.0,4703.0
1278,162.5,17.0,4703.0
1279,225.0,41.0,4658.0
1280,225.0,22.0,4658.0
1281,225.0,24.0,4658.0
1282,225.0,14.0,4658.0
1283,212.5,66.0,4657.0
1284,212.5,51.0,4657.0
1285,212.5,24.0,4657.0
1286,212.5,19.0,4657.0
1287,225.0,51.0,4650.0
1288,225.0,25.0,4650.0
1289,225.0,50.0,4650.0
1290,225.0,14.0,4650.0
1291,212.5,107.0,4651.0
1292,212.5,48.0,4651.0
1293,212.5,34.0,4651.0
1294,212.5,23.0,4651.0
1295,225.0,55.0,4654.0
1296,225.0,30.0,4654.0
1297,225.0,42.0,4654.0
1298,225.0,15.0,4654.0
1299,162.5,36.0,4264.0
1300,162.5,28.0,4264.0
1301,162.5,35.0,4264.0
1302,162.5,29.0,4264.0
1303,162.5,38.0,4265.0
1304,162.5,81.0,4265.0
1305,162.5,59.0,4265.0
1306,162.5,16.0,4265.0
1307,162.5,87.0,4268.0
1308,162.5,15.0,4268.0
1309,162.5,117.0,4268.0
1310,162.5,17.0,4268.0
1311,162.5,109.0,4273.0
1312,162.5,17.0,4273.0
1313,162.5,108.0,4273.0
1314,162.5,17.0,4273.0
1315,162.5,56.0,4272.0
1316,162.5,69.0,4272.0
1317,162.5,53.0,4272.0
1318,162.5,79.0,4272.0
1319,162.5,76.0,4279.0
1320,162.5,42.0,4279.0
1321,162.5,46.0,4279.0
1322,162.5,21.0,4279.0
1323,162.5,75.0,4274.0
1324,162.5,20.0,4274.0
1325,162.5,101.0,4274.0
1326,162.5,22.0,4274.0
1327,162.5,106.0,4275.0
1328,162.5,29.0,4275.0
1329,162.5,111.0,4275.0
1330,162.5,24.0,4275.0
1331,200.0,63.0,4483.0
1332,200.0,71.0,4483.0
1333,200.0,86.0,4483.0
1334,200.0,20.0,4483.0
1335,212.5,52.0,4488.0
1336,212.5,80.0,4488.0
1337,212.5,67.0,4488.0
1338,212.5,31.0,4488.0
1339,200.0,88.0,4487.0
1340,200.0,29.0,4487.0
1341,200.0,49.0,4487.0
1342,200.0,17.0,4487.0
1343,212.5,58.0,4492.0
1344,212.5,75.0,4492.0
1345,212.5,50.0,4492.0
1346,212.5,57.0,4492.0
1347,200.0,67.0,4489.0
1348,200.0,71.0,4489.0
1349,200.0,92.0,4489.0
1350,200.0,18.0,4489.0
1351,237.5,87.0,4563.0
1352,237.5,22.0,4563.0
1353,237.5,41.0,4563.0
1354,237.5,55.0,4563.0
1355,237.5,81.0,4564.0
1356,237.5,10.0,4564.0
1357,237.5,71.0,4564.0
1358,237.5,13.0,4564.0
1359,237.5,109.0,4567.0
1360,237.5,46.0,4567.0
1361,237.5,56.0,4567.0
1362,237.5,25.0,4567.0
1363,237.5,92.0,4568.0
1364,237.5,35.0,4568.0
1365,237.5,107.0,4568.0
1366,237.5,21.0,4568.0
1367,237.5,100.0,4571.0
1368,237.5,12.0,4571.0
1369,237.5,30.0,4571.0
1370,237.5,53.0,4571.0
1371,212.5,78.0,4572.0
1372,212.5,17.0,4572.0
1373,212.5,37.0,4572.0
1374,212.5,28.0,4572.0
1375,200.0,78.0,4406.0
1376,200.0,25.0,4406.0
1377,200.0,99.0,4406.0
1378,200.0,19.0,4406.0
1379,187.5,83.0,4409.0
1380,187.5,72.0,4409.0
1381,187.5,130.0,4409.0
1382,187.5,25.0,4409.0
1383,200.0,54.0,4410.0
1384,200.0,71.0,4410.0
1385,200.0,120.0,4410.0
1386,200.0,17.0,4410.0
1387,187.5,71.0,4413.0
1388,187.5,84.0,4413.0
1389,187.5,73.0,4413.0
1390,187.5,79.0,4413.0
1391,200.0,126.0,4414.0
1392,200.0,17.0,4414.0
1393,200.0,112.0,4414.0
1394,200.0,21.0,4414.0
1395,162.5,128.0,4407.0
1396,162.5,27.0,4407.0
1397,162.5,122.0,4407.0
1398,162.5,33.0,4407.0
1399,175.0,28.0,2543.0
1400,175.0,34.0,2543.0
1401,175.0,22.0,2543.0
1402,175.0,33.0,2543.0
1403,162.5,56.0,2544.0
1404,162.5,15.0,2544.0
1405,162.5,59.0,2544.0
1406,162.5,12.0,2544.0
1407,237.5,46.0,2610.0
1408,237.5,9.0,2610.0
1409,237.5,42.0,2610.0
1410,237.5,11.0,2610.0
1411,287.5,46.0,2661.0
1412,287.5,8.0,2661.0
1413,287.5,6.0,2661.0
1414,287.5,3.0,2661.0
1415,275.0,10.0,2662.0
1416,275.0,6.0,2662.0
1417,275.0,22.0,2662.0
1418,275.0,15.0,2662.0
1419,175.0,27.0,2793.0
1420,175.0,26.0,2793.0
1421,175.0,28.0,2793.0
1422,175.0,11.0,2793.0
1423,162.5,56.0,2794.0
1424,162.5,15.0,2794.0
1425,162.5,51.0,2794.0
1426,162.5,16.0,2794.0
1427,162.5,49.0,2795.0
1428,162.5,14.0,2795.0
1429,162.5,28.0,2795.0
1430,162.5,24.0,2795.0
1431,162.5,53.0,2796.0
1432,162.5,18.0,2796.0
1433,162.5,51.0,2796.0
1434,162.5,24.0,2796.0
1435,162.5,22.0,2797.0
1436,162.5,24.0,2797.0
1437,162.5,27.0,2797.0
1438,162.5,38.0,2797.0
1439,162.5,26.0,2525.0
1440,162.5,35.0,2525.0
1441,162.5,29.0,2525.0
1442,162.5,37.0,2525.0
1443,162.5,55.0,2573.0
1444,162.5,6.0,2573.0
1445,162.5,58.0,2573.0
1446,162.5,7.0,2573.0
1447,150.0,65.0,2574.0
1448,150.0,10.0,2574.0
1449,150.0,57.0,2574.0
1450,150.0,18.0,2574.0
1451,187.5,30.0,2581.0
1452,187.5,37.0,2581.0
1453,187.5,28.0,2581.0
1454,187.5,11.0,2581.0
1455,187.5,38.0,2582.0
1456,187.5,12.0,2582.0
1457,187.5,63.0,2582.0
1458,187.5,12.0,2582.0
1459,175.0,19.0,2524.0
1460,175.0,22.0,2524.0
1461,175.0,30.0,2524.0
1462,175.0,21.0,2524.0
1463,162.5,34.0,2523.0
1464,162.5,16.0,2523.0
1465,162.5,37.0,2523.0
1466,162.5,26.0,2523.0
1467,175.0,42.0,2526.0
1468,175.0,15.0,2526.0
1469,175.0,46.0,2526.0
1470,175.0,8.0,2526.0
1471,162.5,43.0,2798.0
1472,162.5,24.0,2798.0
1473,162.5,49.0,2798.0
1474,162.5,14.0,2798.0
1475,212.5,58.0,2673.0
1476,212.5,17.0,2673.0
1477,212.5,52.0,2673.0
1478,212.5,23.0,2673.0
1479,225.0,56.0,2674.0
1480,225.0,9.0,2674.0
1481,225.0,29.0,2674.0
1482,225.0,27.0,2674.0
1483,175.0,56.0,4624.0
1484,175.0,9.0,4624.0
1485,175.0,29.0,4624.0
1486,175.0,27.0,4624.0
1487,175.0,66.0,4627.0
1488,175.0,9.0,4627.0
1489,175.0,38.0,4627.0
1490,175.0,29.0,4627.0
1491,175.0,53.0,4628.0
1492,175.0,14.0,4628.0
1493,175.0,48.0,4628.0
1494,175.0,18.0,4628.0
1495,162.5,18.0,4631.0
1496,162.5,20.0,4631.0
1497,162.5,46.0,4631.0
1498,162.5,14.0,4631.0
1499,200.0,8.0,2978.0
1500,200.0,11.0,2978.0
1501,200.0,32.0,2978.0
1502,200.0,21.0,2978.0
1503,187.5,8.0,4345.0
1504,187.5,6.0,4345.0
1505,187.5,51.0,4345.0
1506,187.5,52.0,4345.0
1507,200.0,13.0,4348.0
1508,200.0,19.0,4348.0
1509,200.0,83.0,4348.0
1510,200.0,27.0,4348.0
1511,187.5,23.0,4351.0
1512,187.5,9.0,4351.0
1513,187.5,100.0,4351.0
1514,187.5,28.0,4351.0
1515,200.0,5.0,4354.0
1516,200.0,5.0,4354.0
1517,200.0,75.0,4354.0
1518,200.0,21.0,4354.0
1519,187.5,9.0,4342.0
1520,187.5,5.0,4342.0
1521,187.5,80.0,4342.0
1522,187.5,43.0,4342.0
1523,187.5,14.0,4673.0
1524,187.5,6.0,4673.0
1525,438.8,14.0,4673.0
1526,187.5,27.0,4673.0
1527,438.8,4.0,4673.0
1528,187.5,7.0,4673.0
1529,187.5,15.0,4676.0
1530,187.5,18.0,4676.0
1531,438.8,4.0,4676.0
1532,187.5,9.0,4676.0
1533,438.8,2.0,4676.0
1534,187.5,4.0,4676.0
1535,262.5,19.0,4791.0
1536,262.5,5.0,4791.0
1537,614.2,11.0,4791.0
1538,262.5,10.0,4791.0
1539,614.2,5.0,4791.0
1540,262.5,6.0,4791.0
1541,212.5,9.0,4768.0
1542,212.5,19.0,4768.0
1543,497.2,1.0,4768.0
1544,212.5,5.0,4768.0
1545,212.5,2.0,4768.0
1546,187.5,27.0,4763.0
1547,187.5,5.0,4763.0
1548,438.8,6.0,4763.0
1549,187.5,10.0,4763.0
1550,438.8,3.0,4763.0
1551,187.5,6.0,4763.0
1552,137.5,6.0,2663.0
1553,137.5,4.0,2663.0
1554,321.8,2.0,2663.0
1555,137.5,7.0,2663.0
1556,321.8,2.0,2663.0
1557,137.5,6.0,2663.0
1558,162.5,27.0,2605.0
1559,162.5,5.0,2605.0
1560,162.5,27.0,2605.0
1561,162.5,5.0,2605.0
1562,175.0,6.0,2606.0
1563,175.0,4.0,2606.0
1564,175.0,13.0,2606.0
1565,175.0,7.0,2606.0
1566,187.5,9.0,2521.0
1567,187.5,5.0,2521.0
1568,187.5,15.0,2521.0
1569,187.5,9.0,2521.0
1570,200.0,3.0,2522.0
1571,200.0,2.0,2522.0
1572,200.0,3.0,2522.0
1573,200.0,2.0,2522.0
1574,162.5,21.0,4213.0
1575,162.5,6.0,4213.0
1576,162.5,23.0,4213.0
1577,162.5,6.0,4213.0
1578,150.0,32.0,4214.0
1579,150.0,6.0,4214.0
1580,150.0,19.0,4214.0
1581,150.0,19.0,4214.0
1582,275.0,22.0,5163.0
1583,275.0,11.0,5163.0
1584,275.0,13.0,5163.0
1585,275.0,7.0,5163.0
1586,275.0,10.0,5164.0
1587,275.0,5.0,5164.0
1588,275.0,10.0,5164.0
1589,275.0,5.0,5164.0
1590,275.0,3.0,5165.0
1591,275.0,1.0,5165.0
1592,275.0,2.0,5165.0
1593,275.0,1.0,5165.0
1594,225.0,23.0,5093.0
1595,225.0,5.0,5093.0
1596,225.0,7.0,5093.0
1597,225.0,5.0,5093.0
1598,237.5,8.0,5094.0
1599,237.5,10.0,5094.0
1600,237.5,8.0,5094.0
1601,237.5,9.0,5094.0
1602,275.0,28.0,5166.0
1603,275.0,6.0,5166.0
1604,275.0,24.0,5166.0
1605,275.0,6.0,5166.0
1606,337.5,19.0,5123.0
1607,337.5,5.0,5123.0
1608,337.5,31.0,5123.0
1609,337.5,5.0,5123.0
1610,287.5,34.0,5124.0
1611,287.5,7.0,5124.0
1612,287.5,34.0,5124.0
1613,287.5,7.0,5124.0
1614,287.5,19.0,5126.0
1615,287.5,8.0,5126.0
1616,287.5,16.0,5126.0
1617,287.5,8.0,5126.0
1618,325.0,22.0,5127.0
1619,325.0,12.0,5127.0
1620,325.0,25.0,5127.0
1621,325.0,11.0,5127.0
1622,287.5,24.0,5128.0
1623,287.5,29.0,5128.0
1624,287.5,33.0,5128.0
1625,287.5,17.0,5128.0
1626,150.0,14.0,2583.0
1627,150.0,21.0,2583.0
1628,150.0,21.0,2583.0
1629,150.0,24.0,2583.0
1630,212.5,38.0,4543.0
1631,212.5,10.0,4543.0
1632,212.5,49.0,4543.0
1633,212.5,26.0,4543.0
1634,225.0,37.0,4546.0
1635,225.0,9.0,4546.0
1636,225.0,56.0,4546.0
1637,225.0,9.0,4546.0
1638,137.5,14.0,2586.0
1639,137.5,30.0,2586.0
1640,137.5,23.0,2586.0
1641,137.5,41.0,2586.0
1642,212.5,36.0,4764.0
1643,212.5,5.0,4764.0
1644,212.5,68.0,4764.0
1645,212.5,12.0,4764.0
1646,187.5,37.0,4765.0
1647,187.5,10.0,4765.0
1648,187.5,36.0,4765.0
1649,187.5,44.0,4765.0
1650,212.5,19.0,3076.0
1651,212.5,7.0,3076.0
1652,212.5,23.0,3076.0
1653,212.5,10.0,3076.0
1654,212.5,16.0,3063.0
1655,212.5,12.0,3063.0
1656,212.5,23.0,3063.0
1657,212.5,10.0,3063.0
1658,262.5,20.0,4400.0
1659,262.5,3.0,4400.0
1660,262.5,13.0,4400.0
1661,262.5,16.0,4400.0
1662,262.5,13.0,4393.0
1663,262.5,12.0,4393.0
1664,262.5,17.0,4393.0
1665,262.5,21.0,4393.0
1666,262.5,21.0,4394.0
1667,262.5,3.0,4394.0
1668,262.5,20.0,4394.0
1669,262.5,4.0,4394.0
1670,50.0,20.0,2597.0
1671,50.0,6.0,2597.0
1672,50.0,10.0,2597.0
1673,50.0,6.0,2597.0
1674,200.0,14.0,2598.0
1675,200.0,4.0,2598.0
1676,200.0,8.0,2598.0
1677,200.0,10.0,2598.0
1678,225.0,21.0,2599.0
1679,225.0,4.0,2599.0
1680,225.0,11.0,2599.0
1681,225.0,5.0,2599.0
1682,50.0,10.0,2600.0
1683,50.0,6.0,2600.0
1684,50.0,13.0,2600.0
1685,50.0,13.0,2600.0
1686,50.0,20.0,2601.0
1687,50.0,5.0,2601.0
1688,50.0,11.0,2601.0
1689,50.0,12.0,2601.0
1690,225.0,9.0,2602.0
1691,225.0,4.0,2602.0
1692,225.0,9.0,2602.0
1693,225.0,13.0,2602.0
1694,200.0,5.0,2603.0
1695,200.0,2.0,2603.0
1696,200.0,4.0,2603.0
1697,200.0,2.0,2603.0
1698,50.0,12.0,2604.0
1699,50.0,4.0,2604.0
1700,50.0,18.0,2604.0
1701,50.0,5.0,2604.0
1702,187.5,24.0,4334.0
1703,187.5,5.0,4334.0
1704,187.5,22.0,4334.0
1705,187.5,4.0,4334.0
1706,187.5,18.0,4333.0
1707,187.5,7.0,4333.0
1708,187.5,27.0,4333.0
1709,187.5,7.0,4333.0
1710,187.5,27.0,4336.0
1711,187.5,6.0,4336.0
1712,187.5,14.0,4336.0
1713,187.5,15.0,4336.0
1714,187.5,30.0,4337.0
1715,187.5,8.0,4337.0
1716,187.5,29.0,4337.0
1717,187.5,9.0,4337.0
1718,212.5,25.0,4360.0
1719,212.5,4.0,4360.0
1720,212.5,26.0,4360.0
1721,212.5,5.0,4360.0
1722,200.0,17.0,4359.0
1723,200.0,17.0,4359.0
1724,200.0,15.0,4359.0
1725,200.0,23.0,4359.0
1726,212.5,22.0,4350.0
1727,212.5,7.0,4350.0
1728,212.5,14.0,4350.0
1729,212.5,14.0,4350.0
1730,200.0,16.0,4349.0
1731,200.0,9.0,4349.0
1732,200.0,28.0,4349.0
1733,200.0,10.0,4349.0
1734,162.5,21.0,4522.0
1735,162.5,11.0,4522.0
1736,162.5,87.0,4522.0
1737,162.5,10.0,4522.0
1738,150.0,20.0,4517.0
1739,150.0,18.0,4517.0
1740,150.0,65.0,4517.0
1741,150.0,13.0,4517.0
1742,162.5,19.0,4518.0
1743,162.5,6.0,4518.0
1744,162.5,56.0,4518.0
1745,162.5,24.0,4518.0
1746,162.5,28.0,2584.0
1747,162.5,7.0,2584.0
1748,162.5,43.0,2584.0
1749,162.5,21.0,2584.0
1750,150.0,24.0,2585.0
1751,150.0,9.0,2585.0
1752,150.0,61.0,2585.0
1753,150.0,15.0,2585.0
1754,225.0,20.0,4641.0
1755,225.0,6.0,4641.0
1756,225.0,62.0,4641.0
1757,225.0,33.0,4641.0
1758,225.0,31.0,4642.0
1759,225.0,7.0,4642.0
1760,225.0,80.0,4642.0
1761,225.0,24.0,4642.0
1762,175.0,27.0,2587.0
1763,175.0,6.0,2587.0
1764,175.0,15.0,2587.0
1765,175.0,5.0,2587.0
1766,187.5,18.0,2588.0
1767,187.5,7.0,2588.0
1768,187.5,30.0,2588.0
1769,187.5,8.0,2588.0
1770,175.0,24.0,2595.0
1771,175.0,9.0,2595.0
1772,175.0,24.0,2595.0
1773,175.0,5.0,2595.0
1774,187.5,26.0,2596.0
1775,187.5,8.0,2596.0
1776,187.5,30.0,2596.0
1777,187.5,8.0,2596.0
1778,137.5,15.0,4694.0
1779,137.5,5.0,4694.0
1780,137.5,28.0,4694.0
1781,137.5,5.0,4694.0
1782,150.0,14.0,4693.0
1783,150.0,19.0,4693.0
1784,150.0,14.0,4693.0
1785,150.0,19.0,4693.0
1786,137.5,28.0,4696.0
1787,137.5,5.0,4696.0
1788,137.5,23.0,4696.0
1789,137.5,6.0,4696.0
1790,137.5,14.0,4700.0
1791,137.5,19.0,4700.0
1792,137.5,23.0,4700.0
1793,137.5,6.0,4700.0
1794,150.0,26.0,4695.0
1795,150.0,7.0,4695.0
1796,150.0,23.0,4695.0
1797,150.0,6.0,4695.0
1798,112.5,52.0,2534.0
1799,112.5,12.0,2534.0
1800,112.5,46.0,2534.0
1801,112.5,10.0,2534.0
1802,200.0,53.0,2634.0
1803,200.0,11.0,2634.0
1804,200.0,53.0,2634.0
1805,200.0,11.0,2634.0
1806,200.0,10.0,2633.0
1807,200.0,13.0,2633.0
1808,200.0,26.0,2633.0
1809,200.0,13.0,2633.0
1810,100.0,42.0,2533.0
